Value, Filtered Value, Time
-1, -0.9960863, 3.370145
0, -0.003344238, 3.373563
0, 0, 3.377142
0, 0, 3.380625
0, 0, 3.385096
0, 0, 3.388468
0, 0, 3.391976
0, 0, 3.395462
-1, -0.9952855, 3.400284
0, -0.004289925, 3.404671
0, 0, 3.408097
0, 0, 3.412355
0, 0, 3.415643
0, 0, 3.419035
0, 0, 3.422555
0, 0, 3.426889
0, 0, 3.43054
0, 0, 3.434059
0, 0, 3.4376
0, 0, 3.441938
0, 0, 3.445529
0, 0, 3.448902
0, 0, 3.452372
0, 0, 3.455632
0, 0, 3.466666
0, 0, 3.47301
0, 0, 3.476608
0, 0, 3.480418
0, 0, 3.484592
0, 0, 3.488813
0, 0, 3.492204
0, 0, 3.497607
0, 0, 3.504273
0, 0, 3.507768
0, 0, 3.513762
0, 0, 3.51972
0, 0, 3.523769
0, 0, 3.527746
0, 0, 3.53122
0, 0, 3.534985
0, 0, 3.538499
0, 0, 3.542089
0, 0, 3.546172
0, 0, 3.549577
0, 0, 3.552987
0, 0, 3.55635
0, 0, 3.559701
0, 0, 3.563035
0, 0, 3.567167
0, 0, 3.570463
0, 0, 3.574148
0, 0, 3.577505
0, 0, 3.581146
0, 0, 3.585253
0, 0, 3.589265
0, 0, 3.592527
0, 0, 3.596955
0, 0, 3.600436
0, 0, 3.604245
0, 0, 3.607568
0, 0, 3.611303
0, 0, 3.615788
0, 0, 3.619178
0, 0, 3.622541
0, 0, 3.62601
0, 0, 3.629525
0, 0, 3.6332
0, 0, 3.636656
0, 0, 3.640075
0, 0, 3.643644
0, 0, 3.647158
0, 0, 3.651182
0, 0, 3.655452
0, 0, 3.659161
0, 0, 3.66321
0, 0, 3.667202
0, 0, 3.670751
0, 0, 3.674141
0, 0, 3.677604
0, 0, 3.680887
0, 0, 3.684585
0, 0, 3.688034
0, 0, 3.691292
0, 0, 3.694578
0, 0, 3.698066
0, 0, 3.701339
0, 0, 3.705005
0, 0, 3.708945
0, 0, 3.712218
0, 0, 3.715951
0, 0, 3.719343
0, 0, 3.722651
0, 0, 3.726129
0, 0, 3.729606
0, 0, 3.733064
0, 0, 3.736539
0, 0, 3.740681
0, 0, 3.744808
0, 0, 3.748178
0, 0, 3.752454
0, 0, 3.755984
0, 0, 3.759252
0, 0, 3.762686
0, 0, 3.767169
0, 0, 3.770474
0, 0, 3.773803
0, 0, 3.776997
0, 0, 3.780392
0, 0, 3.784764
0, 0, 3.788604
0, 0, 3.792651
0, 0, 3.796399
0, 0, 3.799817
0, 0, 3.804179
0, 0, 3.807818
0, 0, 3.812026
0, 0, 3.815707
0, 0, 3.819071
0, 0, 3.822488
0, 0, 3.828644
0, 0, 3.832816
0, 0, 3.836403
0, 0, 3.839872
0, 0, 3.844233
0, 0, 3.847831
0, 0, 3.851282
0, 0, 3.862025
0, 0, 3.869437
0, 0, 3.872884
0, 0, 3.877257
0, 0, 3.881085
0, 0, 3.884911
0, 0, 3.88826
0, 0, 3.892069
0, 0, 3.895665
0, 0, 3.899763
0, 0, 3.903952
0, 0, 3.907756
0, 0, 3.911126
0, 0, 3.914737
0, 0, 3.918896
0, 0, 3.922518
0, 0, 3.926926
0, 0, 3.931043
0, 0, 3.934302
0, 0, 3.937608
0, 0, 3.941052
0, 0, 3.945897
0, 0, 3.949256
0, 0, 3.95267
0, 0, 3.956882
0, 0, 3.960297
0, 0, 3.964208
0, 0, 3.968085
0, 0, 3.971595
0, 0, 3.974912
0, 0, 3.978422
0, 0, 3.982198
0, 0, 3.986041
0, 0, 3.990088
0, 0, 3.993444
0, 0, 3.997166
0, 0, 4.000893
0, 0, 4.004655
0, 0, 4.007938
0, 0, 4.012807
0, 0, 4.016314
0, 0, 4.019572
0, 0, 4.023229
0, 0, 4.026865
0, 0, 4.030378
0, 0, 4.033947
0, 0, 4.037515
0, 0, 4.041053
0, 0, 4.045224
0, 0, 4.049728
0, 0, 4.053103
0, 0, 4.056405
0, 0, 4.059784
0, 0, 4.06413
0, 0, 4.067948
0, 0, 4.07171
0, 0, 4.075084
0, 0, 4.079475
0, 0, 4.083052
0, 0, 4.087386
0, 0, 4.090941
0, 0, 4.094349
0, 0, 4.097874
0, 0, 4.10213
0, 0, 4.107656
0, 0, 4.111215
0, 0, 4.116515
0, 0, 4.120052
0, 0, 4.124885
0, 0, 4.128169
0, 0, 4.131579
0, 0, 4.134918
0, 0, 4.138289
0, 0, 4.144154
0, 0, 4.147688
0, 0, 4.151428
0, 0, 4.154751
0, 0, 4.158183
0, 0, 4.161695
0, 0, 4.166163
0, 0, 4.169526
0, 0, 4.172781
0, 0, 4.176106
0, 0, 4.179788
0, 0, 4.183056
0, 0, 4.187488
0, 0, 4.191741
0, 0, 4.195754
0, 0, 4.198993
0, 0, 4.203365
0, 0, 4.206903
0, 0, 4.210914
0, 0, 4.214376
0, 0, 4.217665
0, 0, 4.221692
0, 0, 4.225698
0, 0, 4.229887
0, 0, 4.233424
0, 0, 4.236957
0, 0, 4.240783
0, 0, 4.244268
0, 0, 4.248017
0, 0, 4.252004
0, 0, 4.255363
0, 0, 4.267346
0, 0, 4.273631
0, 0, 4.278122
0, 0, 4.281556
0, 0, 4.285234
0, 0, 4.288529
0, 0, 4.291783
0, 0, 4.295438
0, 0, 4.302267
0, 0, 4.306607
0, 0, 4.310018
0, 0, 4.313449
0, 0, 4.317155
0, 0, 4.320623
0, 0, 4.328069
0, 0, 4.335182
0, 0, 4.341162
0, 0, 4.344752
0, 0, 4.348198
0, 0, 4.351522
0, 0, 4.354809
0, 0, 4.358253
0, 0, 4.362084
0, 0, 4.365536
0, 0, 4.370037
0, 0, 4.373593
0, 0, 4.377825
0, 0, 4.381569
0, 0, 4.385183
0, 0, 4.388681
0, 0, 4.391922
0, 0, 4.395467
0, 0, 4.399418
0, 0, 4.4031
0, 0, 4.407063
0, 0, 4.411141
0, 0, 4.41455
0, 0, 4.417936
0, 0, 4.421884
0, 0, 4.425483
0, 0, 4.429665
0, 0, 4.43303
0, 0, 4.436558
0, 0, 4.439986
0, 0, 4.443407
0, 0, 4.44693
0, 0, 4.450255
0, 0, 4.453515
0, 0, 4.456851
0, 0, 4.460158
0, 0, 4.463683
0, 0, 4.467108
0, 0, 4.471296
0, 0, 4.474569
0, 0, 4.479234
0, 0, 4.48266
0, 0, 4.486568
0, 0, 4.49069
0, 0, 4.493958
0, 0, 4.497859
0, 0, 4.501245
0, 0, 4.504866
0, 0, 4.508228
0, 0, 4.511579
0, 0, 4.515947
0, 0, 4.520455
0, 0, 4.524416
0, 0, 4.527797
0, 0, 4.531104
0, 0, 4.534546
0, 0, 4.538198
0, 0, 4.541641
0, 0, 4.545429
0, 0, 4.548906
0, 0, 4.552829
0, 0, 4.556119
0, 0, 4.559648
0, 0, 4.563298
0, 0, 4.567132
0, 0, 4.571357
0, 0, 4.577371
0, 0, 4.581701
0, 0, 4.586042
0, 0, 4.590117
0, 0, 4.59409
0, 0, 4.597456
0, 0, 4.602611
0, 0, 4.609272
0, 0, 4.612713
0, 0, 4.617032
0, 0, 4.620302
0, 0, 4.626727
0, 0, 4.633146
0, 0, 4.637888
0, 0, 4.643057
0, 0, 4.646661
0, 0, 4.650661
0, 0, 4.653934
0, 0, 4.65749
0, 0, 4.66123
0, 0, 4.665482
0, 0, 4.668824
0, 0, 4.672021
0, 0, 4.67533
0, 0, 4.678534
0, 0, 4.681772
0, 0, 4.685215
0, 0, 4.69709
0, 0, 4.701441
0, 0, 4.706779
0, 0, 4.710087
0, 0, 4.713527
0, 0, 4.719077
0, 0, 4.724526
0, 0, 4.728784
0, 0, 4.732582
0, 0, 4.735956
0, 0, 4.740457
0, 0, 4.744022
0, 0, 4.747445
0, 0, 4.750847
0, 0, 4.756048
0, 0, 4.760942
0, 0, 4.764611
0, 0, 4.768016
0, 0, 4.771513
0, 0, 4.775624
0, 0, 4.778984
0, 0, 4.782766
0, 0, 4.78638
0, 0, 4.789749
0, 0, 4.793593
0, 0, 4.797659
0, 0, 4.800969
0, 0, 4.80505
0, 0, 4.80894
0, 0, 4.812909
0, 0, 4.816604
0, 0, 4.820377
0, 0, 4.823999
0, 0, 4.828117
0, 0, 4.832345
0, 0, 4.836219
0, 0, 4.839551
0, 0, 4.842874
0, 0, 4.846528
0, 0, 4.850831
0, 0, 4.85534
0, 0, 4.859195
0, 0, 4.862839
0, 0, 4.866519
0, 0, 4.870894
0, 0, 4.875829
0, 0, 4.880615
0, 0, 4.886017
0, 0, 4.889628
0, 0, 4.893158
0, 0, 4.896637
0, 0, 4.900056
0, 0, 4.903602
0, 0, 4.907364
0, 0, 4.911361
0, 0, 4.914862
0, 0, 4.91823
0, 0, 4.92153
0, 0, 4.92541
0, 0, 4.929395
0, 0, 4.933149
0, 0, 4.936783
0, 0, 4.940795
0, 0, 4.945084
0, 0, 4.948458
0, 0, 4.951895
0, 0, 4.955232
0, 0, 4.958765
0, 0, 4.962175
0, 0, 4.965798
0, 0, 4.970108
0, 0, 4.974079
0, 0, 4.977533
0, 0, 4.982243
0, 0, 4.986063
0, 0, 4.989596
0, 0, 4.994503
0, 0, 4.998792
0, 0, 5.002189
0, 0, 5.006037
0, 0, 5.009953
0, 0, 5.014277
0, 0, 5.018162
0, 0, 5.021532
0, 0, 5.025058
0, 0, 5.029197
0, 0, 5.03315
0, 0, 5.036805
0, 0, 5.040403
0, 0, 5.044038
0, 0, 5.047317
0, 0, 5.051197
0, 0, 5.054502
0, 0, 5.059077
0, 0, 5.062356
0, 0, 5.066304
0, 0, 5.069839
0, 0, 5.074566
0, 0, 5.078902
0, 0, 5.083104
0, 0, 5.086855
0, 0, 5.090694
0, 0, 5.09397
0, 0, 5.097319
0, 0, 5.100699
0, 0, 5.104277
0, 0, 5.108537
0, 0, 5.111741
0, 0, 5.115206
0, 0, 5.126286
0, 0, 5.13072
0, 0, 5.13445
0, 0, 5.138634
0, 0, 5.142008
0, 0, 5.145492
0, 0, 5.148879
0, 0, 5.152133
0, 0, 5.155472
0, 0, 5.158918
0, 0, 5.16259
0, 0, 5.166893
0, 0, 5.171057
0, 0, 5.174453
0, 0, 5.17784
0, 0, 5.18134
0, 0, 5.184814
0, 0, 5.188174
0, 0, 5.191734
0, 0, 5.195288
0, 0, 5.198769
0, 0, 5.202164
0, 0, 5.205762
0, 0, 5.209544
0, 0, 5.213108
0, 0, 5.216878
0, 0, 5.220467
0, 0, 5.22411
0, 0, 5.227542
0, 0, 5.231436
0, 0, 5.234959
0, 0, 5.238375
0, 0, 5.241859
0, 0, 5.245434
0, 0, 5.249334
0, 0, 5.252952
0, 0, 5.256526
0, 0, 5.259768
0, 0, 5.263129
0, 0, 5.267202
0, 0, 5.271226
0, 0, 5.274518
0, 0, 5.27791
0, 0, 5.28249
0, 0, 5.286286
0, 0, 5.289667
0, 0, 5.29309
0, 0, 5.296623
0, 0, 5.299998
0, 0, 5.303379
0, 0, 5.307776
0, 0, 5.311069
0, 0, 5.314422
0, 0, 5.317704
0, 0, 5.322141
0, 0, 5.325821
0, 0, 5.330005
0, 0, 5.333873
0, 0, 5.338096
0, 0, 5.34137
0, 0, 5.344842
0, 0, 5.348045
0, 0, 5.351578
0, 0, 5.355144
0, 0, 5.358461
0, 0, 5.361885
0, 0, 5.365538
0, 0, 5.369193
0, 0, 5.372533
0, 0, 5.375896
0, 0, 5.379937
0, 0, 5.383991
0, 0, 5.388189
0, 0, 5.391616
0, 0, 5.395727
0, 0, 5.399255
0, 0, 5.403018
0, 0, 5.40727
0, 0, 5.411284
0, 0, 5.415281
0, 0, 5.419273
0, 0, 5.423376
0, 0, 5.426879
0, 0, 5.430263
0, 0, 5.43422
0, 0, 5.437819
0, 0, 5.441418
0, 0, 5.445284
0, 0, 5.450116
0, 0, 5.453531
0, 0, 5.456933
0, 0, 5.46038
0, 0, 5.463809
0, 0, 5.468144
0, 0, 5.471493
0, 0, 5.474837
0, 0, 5.478243
0, 0, 5.481717
0, 0, 5.485394
0, 0, 5.4888
0, 0, 5.492049
0, 0, 5.49532
0, 0, 5.498801
0, 0, 5.502161
0, 0, 5.505756
0, 0, 5.50912
0, 0, 5.51292
0, 0, 5.516435
0, 0, 5.520362
0, 0, 5.524262
0, 0, 5.52808
0, 0, 5.532197
0, 0, 5.543425
0, 0, 5.547828
0, 0, 5.551312
0, 0, 5.554923
0, 0, 5.559236
0, 0, 5.562481
0, 0, 5.566358
0, 0, 5.570059
0, 0, 5.574375
0, 0, 5.578764
0, 0, 5.583179
0, 0, 5.587363
0, 0, 5.590921
0, 0, 5.59463
0, 0, 5.597948
0, 0, 5.601246
0, 0, 5.60614
0, 0, 5.610694
0, 0, 5.615396
0, 0, 5.619342
0, 0, 5.622823
0, 0, 5.627512
0, 0, 5.633083
0, 0, 5.639388
0, 0, 5.645851
0, 0, 5.653755
0, 0, 5.658872
0, 0, 5.662352
0, 0, 5.666468
0, 0, 5.669992
0, 0, 5.674369
0, 0, 5.6782
0, 0, 5.681767
0, 0, 5.68545
-14, -1, 5.689139
0, -0.05096579, 5.69286
-14, -1, 5.698601
0, -0.04850829, 5.702143
-3, -1, 5.706603
0, -0.01063424, 5.710226
-24, -1, 5.715016
-19, -1, 5.719506
0, -0.06265944, 5.722877
0, 0, 5.726733
-19, -1, 5.730844
0, -0.0686152, 5.734535
-11, -1, 5.73842
0, -0.03812087, 5.741963
-14, -1, 5.747898
-2, -1, 5.751914
0, -0.006432533, 5.755201
-1, -0.9957825, 5.759514
0, -0.004067898, 5.763673
-3, -1, 5.76788
0, -0.01069576, 5.771525
0, 0, 5.77491
-4, -1, 5.778972
0, -0.01347136, 5.782415
-6, -1, 5.786576
0, -0.02045023, 5.79006
-3, -1, 5.794618
0, -0.01025301, 5.798111
-2, -1, 5.802309
0, -0.008063793, 5.806432
-1, -0.99606, 5.81046
0, -0.003558099, 5.814097
-1, -0.995775, 5.818418
0, -0.003502667, 5.821998
0, 0, 5.826454
0, 0, 5.831094
0, 0, 5.834394
0, 0, 5.837901
-2, -1, 5.841731
0, -0.007351398, 5.845488
-1, -0.9961627, 5.849411
0, -0.004080236, 5.853583
-10, -1, 5.857464
0, -0.03344059, 5.860882
-7, -1, 5.864933
0, -0.02459502, 5.868525
-13, -1, 5.872972
0, -0.05630678, 5.877402
-12, -1, 5.881221
0, -0.04821539, 5.885329
-15, -1, 5.889211
0, -0.05200893, 5.892756
-14, -1, 5.896919
0, -0.04804683, 5.900427
-11, -1, 5.904526
0, -0.03765142, 5.908025
-13, -1, 5.91208
0, -0.06352925, 5.917078
-14, -1, 5.921052
0, -0.05370116, 5.924973
-12, -1, 5.931999
-13, -1, 5.936833
0, -0.04455447, 5.940336
-13, -1, 5.945342
-8, -1, 5.952238
0, -0.04435587, 5.957911
-10, -1, 5.962567
-10, -1, 5.967604
0, -0.03264248, 5.97094
0, 0, 5.974589
-7, -1, 5.978442
0, -0.02346891, 5.981869
-4, -1, 5.986269
0, -0.01319146, 5.989639
-4, -1, 5.993524
0, -0.01335931, 5.996937
-2, -1, 6.001122
0, -0.00850606, 6.005471
-2, -1, 6.009519
-2, -1, 6.021377
-4, -1, 6.026773
0, -0.01427412, 6.030421
-1, -0.9960716, 6.034437
0, -0.003360271, 6.037872
-2, -1, 6.042363
0, -0.007209778, 6.046048
-3, -1, 6.050012
0, -0.01024103, 6.053502
-3, -1, 6.058199
0, -0.01158357, 6.062147
-1, -0.9957346, 6.066508
0, -0.0033952, 6.069979
-4, -1, 6.073825
0, -0.01352978, 6.077282
-2, -1, 6.081062
0, -0.006856084, 6.084566
0, 0, 6.088026
0, 0, 6.092118
-2, -1, 6.097171
0, -0.006628156, 6.100559
0, 0, 6.104051
0, 0, 6.107762
-1, -0.9963806, 6.111462
0, -0.003485084, 6.115025
0, 0, 6.118698
0, 0, 6.122223
0, 0, 6.126493
-1, -0.9960166, 6.130566
0, -0.004268169, 6.134931
-1, -0.9962867, 6.138727
0, -0.004129112, 6.142949
0, 0, 6.146989
0, 0, 6.150408
0, 0, 6.154478
0, 0, 6.15865
0, 0, 6.162518
2, 1, 6.16763
0, 0.006833792, 6.171123
0, 0, 6.174897
2, 1, 6.178759
0, 0.006669283, 6.182167
2, 1, 6.186744
3, 1, 6.191099
0, 0.01318449, 6.195593
2, 1, 6.199558
0, 0.006756306, 6.203011
3, 1, 6.208023
0, 0.0115943, 6.211974
0, 0, 6.215501
0, 0, 6.219068
0, 0, 6.223169
0, 0, 6.226881
0, 0, 6.231018
1, 0.9964231, 6.234674
0, 0.003864884, 6.238626
0, 0, 6.242457
0, 0, 6.247291
0, 0, 6.250596
0, 0, 6.254594
1, 0.9963793, 6.258295
0, 0.004199743, 6.262589
2, 1, 6.267111
0, 0.006945491, 6.270661
1, 0.9960731, 6.274676
0, 0.003485262, 6.278239
2, 1, 6.282794
0, 0.007256985, 6.286504
0, 0, 6.289869
0, 0, 6.29323
0, 0, 6.296761
0, 0, 6.301312
1, 0.9960186, 6.305383
0, 0.00348109, 6.308941
0, 0, 6.31233
0, 0, 6.315797
0, 0, 6.319328
0, 0, 6.323076
0, 0, 6.326822
0, 0, 6.330273
0, 0, 6.333792
0, 0, 6.337461
0, 0, 6.340751
0, 0, 6.344247
0, 0, 6.347607
0, 0, 6.351257
0, 0, 6.354533
0, 0, 6.357993
0, 0, 6.361438
0, 0, 6.365783
0, 0, 6.370032
0, 0, 6.373393
0, 0, 6.376895
0, 0, 6.380236
0, 0, 6.383814
0, 0, 6.387226
0, 0, 6.390692
0, 0, 6.39437
0, 0, 6.398304
0, 0, 6.401881
0, 0, 6.406149
0, 0, 6.41038
0, 0, 6.413722
0, 0, 6.417051
0, 0, 6.420597
0, 0, 6.424421
0, 0, 6.428058
0, 0, 6.431798
0, 0, 6.435287
0, 0, 6.43905
0, 0, 6.443118
0, 0, 6.446793
0, 0, 6.450795
0, 0, 6.454948
0, 0, 6.45854
0, 0, 6.462037
0, 0, 6.480224
0, 0, 6.49152
0, 0, 6.498632
0, 0, 6.506576
0, 0, 6.511341
0, 0, 6.514964
0, 0, 6.518623
0, 0, 6.522421
0, 0, 6.526454
0, 0, 6.529887
0, 0, 6.533178
0, 0, 6.536495
0, 0, 6.539804
0, 0, 6.54307
0, 0, 6.546671
0, 0, 6.549916
0, 0, 6.553187
0, 0, 6.556484
0, 0, 6.559883
0, 0, 6.563323
0, 0, 6.566893
0, 0, 6.570214
0, 0, 6.573727
0, 0, 6.57763
0, 0, 6.581014
0, 0, 6.584661
0, 0, 6.588059
0, 0, 6.591627
0, 0, 6.594998
0, 0, 6.598353
0, 0, 6.602648
0, 0, 6.606307
0, 0, 6.613118
0, 0, 6.616537
0, 0, 6.619845
0, 0, 6.623101
0, 0, 6.626832
0, 0, 6.630154
0, 0, 6.633525
0, 0, 6.637256
0, 0, 6.640758
0, 0, 6.644482
0, 0, 6.647884
0, 0, 6.651268
0, 0, 6.654634
0, 0, 6.658665
0, 0, 6.662591
0, 0, 6.666685
0, 0, 6.670818
0, 0, 6.675123
0, 0, 6.678905
0, 0, 6.683554
0, 0, 6.687149
0, 0, 6.690448
0, 0, 6.693978
0, 0, 6.697771
0, 0, 6.70159
0, 0, 6.705158
0, 0, 6.708704
0, 0, 6.712947
0, 0, 6.716429
0, 0, 6.719666
0, 0, 6.722908
0, 0, 6.727005
0, 0, 6.731543
0, 0, 6.735121
0, 0, 6.738487
0, 0, 6.741938
0, 0, 6.745869
0, 0, 6.749722
0, 0, 6.75377
0, 0, 6.758541
0, 0, 6.763368
0, 0, 6.767656
0, 0, 6.771284
0, 0, 6.774653
0, 0, 6.778534
0, 0, 6.782675
0, 0, 6.787083
0, 0, 6.79065
0, 0, 6.794462
0, 0, 6.797828
0, 0, 6.808588
0, 0, 6.813575
0, 0, 6.816937
0, 0, 6.820715
0, 0, 6.824296
0, 0, 6.827643
0, 0, 6.830913
0, 0, 6.834519
0, 0, 6.838947
0, 0, 6.842991
0, 0, 6.847071
0, 0, 6.850717
0, 0, 6.853928
0, 0, 6.858415
0, 0, 6.861812
0, 0, 6.865508
0, 0, 6.868851
0, 0, 6.872254
0, 0, 6.875489
0, 0, 6.87902
0, 0, 6.883045
0, 0, 6.886555
0, 0, 6.88996
0, 0, 6.893639
0, 0, 6.897169
0, 0, 6.900667
0, 0, 6.904592
0, 0, 6.907903
0, 0, 6.911435
0, 0, 6.914747
0, 0, 6.918472
0, 0, 6.922589
0, 0, 6.926234
0, 0, 6.934186
0, 0, 6.940068
0, 0, 6.944313
0, 0, 6.947746
0, 0, 6.951453
0, 0, 6.95553
0, 0, 6.959513
0, 0, 6.963328
0, 0, 6.967317
0, 0, 6.970683
0, 0, 6.97425
0, 0, 6.977944
0, 0, 6.981529
0, 0, 6.985687
0, 0, 6.989265
0, 0, 6.99268
0, 0, 6.996076
0, 0, 6.999981
0, 0, 7.003364
0, 0, 7.007715
0, 0, 7.010895
0, 0, 7.014192
0, 0, 7.022232
